expiry,date,cfg,dte,spot,credit,sc_d,sp_d,lc_d,lp_d,call_width,put_width,pnl_pts,max_dd_pts,gross,slip,stat,buy_turn,sell_turn,net,maxloss,year
20191010,2019-10-03,0.25/0.1,7.24,28547.4,235.0,0.248,-0.262,0.166,-0.124,500,700,37.70000000000002,-20.149999999999977,11310.000000000005,2094.2854866241805,532.7320708,180900.0,192210.0,8682.982442575823,139500.0,2019
20191010,2019-10-04,0.35/0.15,6.24,28575.4,389.05,0.357,-0.357,0.155,-0.151,900,800,-46.650000000000034,-107.89999999999992,-13995.000000000011,811.872773102179,645.1568169999998,259260.0,245265.0,-15452.02959010219,153285.0,2019
20191010,2019-10-04,0.25/0.1,6.24,28575.4,218.04999999999998,0.254,-0.239,0.126,-0.103,700,700,-40.99999999999997,-97.85000000000005,-12299.99999999999,578.1575589222884,474.9118888,164880.0,152580.0,-13353.069447722279,144585.0,2019
20191010,2019-10-07,0.35/0.15,3.24,27929.3,275.34999999999997,0.338,-0.346,0.15,-0.161,700,600,44.19999999999999,-8.149999999999977,13259.999999999996,200.31414587594955,479.94194919999995,150690.0,163950.0,12579.743904924047,127395.00000000001,2019
20191010,2019-10-07,0.25/0.1,3.24,27929.3,145.5,0.243,-0.241,0.103,-0.161,700,300,41.84999999999998,-6.099999999999966,12554.999999999995,88.43928874210897,386.39589280000007,99915.0,112470.00000000001,12080.164818457886,166350.0,2019
20191010,2019-10-09,0.35/0.15,1.24,27899.75,179.10000000000005,0.327,-0.326,0.14,-0.161,400,400,-165.59999999999988,-165.59999999999988,-49679.99999999996,945.7560279004307,565.6028200000001,239340.0,189660.0,-51191.358847900396,66269.99999999999,2019
20191010,2019-10-09,0.25/0.1,1.24,27899.75,131.5,0.271,-0.235,0.109,-0.107,400,400,-162.75,-198.94999999999993,-48825.0,708.7300060600578,485.6101288000001,194955.0,146130.0,-50019.34013486006,80550.0,2019
20191205,2019-11-27,0.35/0.15,8.24,31825.7,202.25000000000003,0.332,-0.333,0.199,-0.15,300,600,11.0,-5.849999999999994,3300.0,587.5014691565086,457.20803440000003,144840.0,148140.0,2255.2904964434915,119325.0,2019
20191205,2019-11-27,0.25/0.1,8.24,31825.7,123.4,0.238,-0.26,0.199,-0.093,100,700,15.200000000000017,-8.349999999999994,4560.0000000000055,819.1126510876384,382.27853439999996,102960.00000000001,107520.0,3358.608814512367,172980.0,2019
20191205,2019-11-28,0.35/0.15,7.24,31978.45,169.89999999999995,0.331,-0.337,0.225,-0.147,200,500,16.849999999999994,-3.5000000000000853,5054.999999999998,106.80172457139433,444.216439,136560.0,141615.0,4503.981836428604,99030.0,2019
20191205,2019-11-28,0.25/0.1,7.24,31978.45,100.19999999999999,0.275,-0.248,0.225,-0.103,100,500,13.099999999999994,-2.350000000000037,3929.999999999998,148.5649941302146,387.59517280000006,106289.99999999999,110220.0,3393.8398330697837,119940.0,2019
20191205,2019-11-29,0.35/0.15,6.24,32015.1,175.34999999999997,0.33,-0.364,0.216,-0.156,200,500,7.999999999999943,-29.450000000000045,2399.9999999999827,638.4198736868194,415.7556508,122730.0,125129.99999999999,1345.8244755131634,97395.00000000001,2019
20191205,2019-11-29,0.25/0.1,6.24,32015.1,106.20000000000002,0.27,-0.268,0.216,-0.106,100,500,6.250000000000014,-27.150000000000006,1875.0000000000043,451.25900026968765,353.31592,88875.0,90750.0,1070.4250797303166,118139.99999999999,2019
20191205,2019-12-02,0.35/0.15,3.24,32001.85,172.50000000000003,0.371,-0.357,0.195,-0.159,300,400,-0.700000000000017,-27.549999999999983,-210.00000000000512,1032.6636511816127,391.0187008,110910.0,110700.00000000001,-1633.6823519816178,68249.99999999999,2019
20191205,2019-12-02,0.25/0.1,3.24,32001.85,78.95000000000002,0.246,-0.244,0.195,-0.1,100,400,-7.049999999999983,-36.749999999999986,-2114.999999999995,665.3729818616845,314.28503620000004,70140.0,68025.0,-3094.6580180616793,96314.99999999999,2019
20191205,2019-12-03,0.35/0.15,2.24,31779.5,136.75,0.336,-0.34,0.153,-0.153,300,300,0.6999999999999886,-17.19999999999999,209.9999999999966,607.458455589624,346.864693,86445.0,86655.0,-744.3231485896274,48975.0,2019
20191205,2019-12-03,0.25/0.1,2.24,31779.5,102.10000000000002,0.265,-0.268,0.114,-0.112,300,300,2.0500000000000256,-15.999999999999986,615.0000000000077,572.8280013121199,301.5424282,61350.0,61965.0,-259.3704295121122,59369.99999999999,2019
20191205,2019-12-04,0.35/0.15,1.24,31639.85,125.55000000000001,0.367,-0.34,0.169,-0.126,300,300,-43.94999999999999,-43.94999999999999,-13184.999999999996,257.58700168180974,348.5891194,96270.0,83085.00000000001,-13791.176121081806,52335.0,2019
20191205,2019-12-04,0.25/0.1,1.24,31639.85,70.69999999999999,0.223,-0.249,0.105,-0.091,300,300,-25.55000000000001,-25.55000000000001,-7665.000000000004,226.28194582269867,275.2008034,52410.00000000001,44745.0,-8166.482749222702,68790.0,2019
20200116,2020-01-08,0.25/0.1,8.24,31298.85,199.39999999999998,0.24,-0.25,0.095,-0.104,600,700,29.75,-32.25,8925.0,2398.947552334288,415.4650911999999,118245.0,127170.0,6110.587356465712,150180.0,2020
20200116,2020-01-09,0.35/0.15,7.24,31830.1,228.1,0.325,-0.366,0.159,-0.144,400,700,0.04999999999998295,-3.8999999999999773,14.999999999994884,595.4139323273671,468.89556940000006,153420.0,153435.0,-1049.3095017273722,141570.0,2020
20200116,2020-01-09,0.25/0.1,7.24,31830.1,140.25000000000003,0.232,-0.249,0.106,-0.099,400,700,-9.599999999999966,-14.299999999999983,-2879.99999999999,491.14072694404473,367.98905500000006,100064.99999999999,97185.00000000001,-3739.1297819440347,167925.0,2020
20200116,2020-01-10,0.35/0.15,6.24,32124.85,265.2,0.372,-0.366,0.15,-0.145,500,600,26.650000000000006,0.0,7995.000000000002,285.37986178362337,451.7452552,138735.0,146730.0,7257.874883016379,100440.0,2020
20200116,2020-01-10,0.25/0.1,6.24,32124.85,156.35000000000002,0.271,-0.239,0.095,-0.104,500,500,22.900000000000034,-2.3999999999999773,6870.00000000001,215.207587083038,349.91399559999996,83700.0,90570.0,6304.878417316972,103095.0,2020
20200116,2020-01-13,0.35/0.15,3.24,32233.3,201.85,0.351,-0.347,0.146,-0.147,400,500,14.049999999999983,-6.899999999999977,4214.9999999999945,514.4663075925235,398.23626099999996,111930.0,116145.0,3302.297431407471,89445.0,2020
20200116,2020-01-13,0.25/0.1,3.24,32233.3,118.8,0.238,-0.25,0.11,-0.102,300,500,9.999999999999986,-7.700000000000031,2999.999999999996,394.23938997346323,320.0101006,69885.0,72885.0,2285.7505094265325,114360.0,2020
20200116,2020-01-14,0.35/0.15,2.24,32070.2,184.95000000000005,0.352,-0.363,0.136,-0.146,400,400,20.10000000000008,-0.8999999999999773,6030.000000000024,490.21982840809784,363.4379458,91665.0,97695.00000000001,5176.342225791926,64514.999999999985,2020
20200116,2020-01-14,0.25/0.1,2.24,32070.2,93.05000000000001,0.23,-0.238,0.101,-0.111,300,300,12.950000000000017,-0.2499999999999858,3885.000000000005,383.6575493299136,290.9594584,53385.0,57270.0,3210.382992270091,62085.0,2020
20200116,2020-01-15,0.35/0.15,1.24,31777.2,100.95,0.311,-0.311,0.129,-0.157,300,200,23.35000000000001,-0.9499999999999744,7005.000000000003,456.56162938206796,292.8460774,52350.0,59355.0,6255.592293217935,59715.0,2020
20200116,2020-01-15,0.25/0.1,1.24,31777.2,70.10000000000001,0.237,-0.226,0.093,-0.107,300,200,21.05000000000001,-1.3999999999999915,6315.000000000004,368.3535081792124,258.27463539999997,33870.0,40185.0,5688.371856420791,68970.0,2020
20200213,2020-02-07,0.35/0.15,6.24,31228.1,225.75,0.356,-0.365,0.164,-0.164,400,500,22.94999999999999,-3.0000000000000284,6884.999999999996,330.5741953672855,431.069164,128145.0,135030.0,6123.35664063271,82275.0,2020
20200213,2020-02-07,0.25/0.1,6.24,31228.1,135.35,0.249,-0.233,0.102,-0.092,400,500,17.60000000000001,-1.7499999999999716,5280.000000000003,231.23861449118223,322.71477219999997,69855.0,75135.0,4726.04661330882,109395.0,2020
20200213,2020-02-10,0.35/0.15,3.24,31099.75,192.90000000000003,0.367,-0.36,0.141,-0.162,400,400,15.550000000000011,-0.0999999999999659,4665.000000000004,607.7293244408145,384.40460200000007,104055.0,108720.00000000001,3672.866073559189,62129.99999999999,2020
20200213,2020-02-10,0.25/0.1,3.24,31099.75,108.85000000000001,0.239,-0.248,0.105,-0.1,300,400,12.400000000000006,-1.8500000000000085,3720.000000000002,396.4382408233207,302.86322499999994,60015.0,63735.00000000001,3020.6985341766813,87345.0,2020
20200213,2020-02-11,0.35/0.15,2.24,31449.05,163.05,0.375,-0.366,0.156,-0.133,300,400,8.150000000000034,-3.299999999999983,2445.00000000001,327.6602559593715,342.17615079999996,82395.0,84840.0,1775.1635932406384,71085.0,2020
20200213,2020-02-11,0.25/0.1,2.24,31449.05,69.45000000000002,0.216,-0.227,0.109,-0.1,200,300,3.7500000000000284,-4.8999999999999915,1125.0000000000086,321.7654413051375,270.6413776,44085.0,45210.00000000001,532.5931810948712,69165.0,2020
20200213,2020-02-12,0.35/0.15,1.24,31497.2,104.94999999999999,0.383,-0.37,0.178,-0.175,200,200,13.249999999999972,-0.9499999999999886,3974.9999999999914,699.0996490463122,300.3787396,58485.00000000001,62460.0,2975.521611353679,28515.000000000004,2020
20200213,2020-02-12,0.25/0.1,1.24,31497.2,66.70000000000002,0.27,-0.261,0.111,-0.115,200,200,12.050000000000033,-0.4999999999999858,3615.00000000001,477.39105208704666,255.0890296,33915.0,37530.0,2882.5199183129635,39989.99999999999,2020
20200326,2020-03-20,0.35/0.15,6.24,19323.25,821.0999999999999,0.349,-0.352,0.148,-0.219,2300,1300,-66.00000000000034,-309.35000000000014,-19800.000000000102,750.9844946384563,1294.4290894,618765.0,598964.9999999999,-21845.413584038557,443670.0,2020
20200326,2020-03-20,0.25/0.1,6.24,19323.25,292.95000000000005,0.246,-0.256,0.148,-0.219,1300,400,-32.549999999999955,-183.54999999999984,-9764.999999999985,284.2090010209985,999.0039004,450285.0,440520.0,-11048.212901420982,302115.0,2020
20200326,2020-03-23,0.35/0.15,3.24,18075.3,341.85,0.345,-0.349,0.152,-0.337,1900,100,85.19999999999993,-51.499999999999886,25559.999999999978,4663.777315311059,1616.5893742,765165.0,790725.0,19279.633310488916,467445.0,2020
20200326,2020-03-25,0.35/0.15,1.24,16782.25,358.6,0.352,-0.345,0.155,-0.318,1200,200,-332.0,-434.35000000000014,-99600.0,3275.1920709747324,1076.9510344000003,552540.0,452940.0,-103952.14310537474,252420.0,2020
20200521,2020-05-14,0.35/0.15,7.24,19349.3,342.75,0.352,-0.339,0.245,-0.171,500,800,-19.049999999999898,-32.69999999999993,-5714.999999999969,876.1861922678786,759.2348554,316260.0,310544.99999999994,-7350.421047667847,137175.0,2020
20200521,2020-05-15,0.35/0.15,6.24,18903.0,418.54999999999995,0.338,-0.361,0.144,-0.146,900,900,-2.6000000000000227,-25.15000000000009,-780.0000000000068,333.9377432203403,649.5127222000001,252885.0,252105.0,-1763.4504654203472,144435.0,2020
20200521,2020-05-15,0.25/0.1,6.24,18903.0,272.9,0.261,-0.253,0.105,-0.1,900,800,-4.5499999999999545,-19.55000000000001,-1364.9999999999864,338.8399934776087,494.9921506,168630.0,167265.00000000003,-2198.832144077595,188130.0,2020
20200521,2020-05-18,0.35/0.15,3.24,17905.3,400.69999999999993,0.354,-0.358,0.155,-0.14,900,900,-52.4500000000001,-52.4500000000001,-15735.000000000031,643.7427880577877,633.1929058,253860.0,238125.0,-17011.935693857817,149790.00000000003,2020
20200521,2020-05-18,0.25/0.1,3.24,17905.3,211.74999999999997,0.249,-0.247,0.102,-0.14,900,500,-18.150000000000063,-20.700000000000017,-5445.000000000019,395.8994587210299,487.9730698,167490.0,162045.0,-6328.872528521049,206475.0,2020
20200521,2020-05-19,0.35/0.15,2.24,17821.35,326.15000000000003,0.342,-0.338,0.143,-0.145,800,700,17.650000000000034,-16.449999999999932,5295.00000000001,152.29535261318904,528.9573118000001,182820.00000000003,188115.00000000003,4613.7473355868215,142155.0,2020
20200521,2020-05-19,0.25/0.1,2.24,17821.35,199.44999999999993,0.252,-0.244,0.1,-0.127,800,500,30.249999999999886,-3.4000000000001194,9074.999999999965,161.7173048354489,420.3018112,120795.0,129869.99999999997,8492.980883964516,180165.00000000003,2020
20200521,2020-05-20,0.35/0.15,1.24,17609.65,221.1,0.342,-0.373,0.157,-0.155,400,500,38.900000000000006,-9.099999999999994,11670.000000000002,395.436920465478,408.02563360000005,112350.0,124020.00000000001,10866.537445934524,83670.0,2020
20200521,2020-05-20,0.25/0.1,1.24,17609.65,141.5,0.24,-0.271,0.101,-0.104,400,500,34.900000000000006,-14.199999999999989,10470.000000000002,303.0066072554289,322.20504220000004,66135.0,76605.0,9844.788350544573,107550.0,2020
20200702,2020-06-26,0.35/0.15,6.24,21614.75,500.29999999999995,0.356,-0.355,0.144,-0.147,1000,1100,73.74999999999994,-19.350000000000023,22124.99999999998,681.6116715082981,669.5394502,248670.0,270795.0,20773.848878291683,179910.0,2020
20200702,2020-06-26,0.25/0.1,6.24,21614.75,282.35,0.258,-0.248,0.095,-0.133,1000,700,55.64999999999998,-7.899999999999977,16694.999999999993,395.5060820789539,502.0901548,160545.0,177240.0,15797.40376312104,215295.0,2020
20200702,2020-06-29,0.35/0.15,3.24,21135.8,391.65,0.356,-0.356,0.151,-0.162,800,800,47.849999999999966,-2.4500000000000455,14354.999999999989,544.6252155792657,588.8292010000001,209610.0,223965.0,13221.545583420722,122505.0,2020
20200702,2020-06-29,0.25/0.1,3.24,21135.8,186.6,0.239,-0.249,0.102,-0.162,700,400,26.200000000000017,-2.5999999999999943,7860.0000000000055,464.5786788176654,446.7350056,136080.0,143940.0,6948.686315582339,154020.0,2020
20200702,2020-06-30,0.35/0.15,2.24,21576.65,299.84999999999997,0.338,-0.347,0.154,-0.145,600,700,-13.750000000000057,-31.000000000000114,-4125.000000000017,861.2962670928887,524.1011068,186405.0,182280.0,-5510.397373892906,120045.00000000001,2020
20200702,2020-06-30,0.25/0.1,2.24,21576.65,215.75000000000003,0.266,-0.248,0.097,-0.093,700,700,-1.349999999999966,-19.799999999999955,-404.99999999998977,670.0508836100057,404.5017796,118425.0,118020.00000000001,-1479.5526632099954,145275.0,2020
20200702,2020-07-01,0.35/0.15,1.24,21474.2,240.79999999999998,0.343,-0.356,0.144,-0.162,500,500,-35.349999999999994,-35.349999999999994,-10604.999999999998,711.0014584701994,462.72394540000005,157080.0,146475.0,-11778.725403870198,77760.00000000001,2020
20200702,2020-07-01,0.25/0.1,1.24,21474.2,175.59999999999997,0.252,-0.268,0.097,-0.092,500,600,-22.50000000000003,-22.50000000000003,-6750.000000000008,523.1552364959794,363.60648879999997,100230.0,93479.99999999999,-7636.761725295988,127320.00000000001,2020
20200910,2020-09-02,0.35/0.15,8.24,23712.95,421.80000000000007,0.344,-0.35,0.212,-0.136,600,1200,76.40000000000003,-25.14999999999992,22920.00000000001,863.2069241215984,692.4083428000001,260670.0,283590.0,21364.384733078412,233459.99999999997,2020
20200910,2020-09-02,0.25/0.1,8.24,23712.95,215.85,0.252,-0.284,0.212,-0.136,200,900,56.150000000000006,-29.999999999999943,16845.0,1566.2623210278307,583.3539442,204959.99999999997,221805.0,14695.38373477217,205245.0,2020
20200910,2020-09-03,0.35/0.15,7.24,23828.3,372.9,0.339,-0.346,0.149,-0.142,800,900,16.600000000000023,-6.300000000000068,4980.000000000007,408.1377013302907,592.0507948,217590.0,222570.0,3979.8115038697165,158130.0,2020
20200910,2020-09-03,0.25/0.1,7.24,23828.3,206.25,0.257,-0.239,0.149,-0.103,500,800,9.600000000000023,-10.649999999999977,2880.000000000007,482.5623056043339,464.8873534,149325.0,152205.0,1932.5503409956732,178125.0,2020
20200910,2020-09-04,0.35/0.15,6.24,23124.95,319.2,0.34,-0.342,0.145,-0.156,700,800,-1.2500000000000568,-14.800000000000011,-375.00000000001705,965.7268135800477,556.5981082000001,201720.0,201345.00000000003,-1897.3249217800649,144240.0,2020
20200910,2020-09-04,0.25/0.1,6.24,23124.95,225.3,0.243,-0.259,0.098,-0.102,700,900,-2.349999999999966,-9.200000000000017,-704.9999999999898,809.194396056892,429.8517082,132510.0,131805.0,-1944.0461042568818,202410.0,2020
20200910,2020-09-07,0.35/0.15,3.24,22887.45,244.75,0.331,-0.331,0.161,-0.155,500,600,27.150000000000006,-12.550000000000011,8145.000000000002,478.3262787200407,468.5211375999999,147825.0,155970.0,7198.152583679961,106575.0,2020
20200910,2020-09-07,0.25/0.1,3.24,22887.45,198.3,0.254,-0.262,0.099,-0.1,600,700,33.80000000000001,-14.900000000000034,10140.000000000004,316.2947876104383,377.91423639999994,96870.0,107010.0,9445.790975989565,150510.0,2020
20200910,2020-09-08,0.35/0.15,2.24,22905.5,224.9,0.353,-0.336,0.152,-0.151,500,500,25.75000000000003,-2.0999999999999943,7725.000000000008,838.7422446168841,419.92756959999997,121485.0,129210.00000000001,6466.330185783125,82530.0,2020
20200910,2020-09-08,0.25/0.1,2.24,22905.5,152.8,0.26,-0.251,0.105,-0.105,500,500,27.149999999999977,0.0,8144.999999999993,642.1669414685714,339.32625640000003,77055.0,85200.0,7163.506802131422,104160.0,2020
20200910,2020-09-09,0.35/0.15,1.24,22443.15,168.74999999999997,0.329,-0.376,0.134,-0.14,400,400,-5.950000000000017,-51.69999999999999,-1785.000000000005,628.1542925910115,363.043513,96629.99999999999,94845.00000000001,-2776.1978055910167,69375.00000000001,2020
20200910,2020-09-09,0.25/0.1,1.24,22443.15,101.4,0.266,-0.238,0.107,-0.106,400,300,10.900000000000006,-31.44999999999999,3270.000000000002,495.0449182228877,302.044765,59865.0,63135.0,2472.910316777114,89580.0,2020
20201022,2020-10-15,0.35/0.15,7.24,23866.8,356.35,0.365,-0.349,0.149,-0.143,800,800,-38.19999999999993,-58.64999999999992,-11459.99999999998,182.58601492946127,614.1051603999999,240570.0,229110.0,-12256.691175329443,133095.0,2020
20201022,2020-10-15,0.25/0.1,7.24,23866.8,218.39999999999998,0.241,-0.257,0.103,-0.096,700,800,-59.450000000000045,-76.14999999999998,-17835.000000000015,160.9688665252584,466.04970039999995,163695.0,145859.99999999997,-18462.01856692527,174480.0,2020
20201022,2020-10-16,0.35/0.15,6.24,23322.15,309.20000000000005,0.344,-0.335,0.148,-0.158,700,700,-0.39999999999997726,-20.499999999999886,-119.99999999999318,995.1277167091488,545.6247688000001,195540.0,195420.0,-1660.7524855091422,117239.99999999999,2020
20201022,2020-10-16,0.25/0.1,6.24,23322.15,202.9,0.246,-0.247,0.098,-0.113,700,700,0.8499999999999943,-19.150000000000006,254.9999999999983,557.7520135257419,419.18394820000003,126029.99999999999,126285.0,-721.9359617257436,149130.0,2020
20201022,2020-10-19,0.35/0.15,3.24,23978.4,285.35,0.332,-0.368,0.142,-0.151,600,700,-9.299999999999955,-16.149999999999977,-2789.9999999999864,572.6320309196057,499.6752172,172140.0,169350.0,-3862.3072481195923,124395.0,2020
20201022,2020-10-19,0.25/0.1,3.24,23978.4,191.9,0.257,-0.258,0.103,-0.099,600,700,-15.249999999999972,-19.5,-4574.999999999992,417.7782899115293,393.978232,115424.99999999999,110850.0,-5386.756521911521,152430.0,2020
20201022,2020-10-20,0.35/0.15,2.24,24212.65,251.24999999999997,0.337,-0.345,0.155,-0.145,500,600,32.599999999999994,0.0,9779.999999999998,452.5411851081515,452.67335199999997,138060.0,147840.0,8874.785462891847,104625.0,2020
20201022,2020-10-20,0.25/0.1,2.24,24212.65,179.45,0.255,-0.265,0.107,-0.105,500,600,32.25,-0.44999999999998863,9675.0,398.9098617584076,368.3970844,91965.0,101639.99999999999,8907.693053841593,126165.0,2020
20201022,2020-10-21,0.35/0.15,1.24,24724.9,194.8,0.338,-0.355,0.14,-0.149,400,500,17.19999999999999,-104.0,5159.999999999996,358.9186448095751,390.5625208000001,107100.0,112260.00000000001,4410.518834390421,91560.0,2020
20201022,2020-10-21,0.25/0.1,1.24,24724.9,111.39999999999999,0.226,-0.254,0.108,-0.105,300,500,9.399999999999977,-115.90000000000002,2819.999999999993,262.18632032742715,316.5883924,68130.0,70950.0,2241.225287272566,116580.0,2020
20201217,2020-12-09,0.35/0.15,8.24,30415.75,414.34999999999997,0.362,-0.354,0.152,-0.143,800,900,1.3999999999999773,-11.950000000000045,419.9999999999932,744.3726605026018,622.130338,237090.0,237509.99999999997,-946.5029985026086,145695.0,2020
20201217,2020-12-09,0.25/0.1,8.24,30415.75,243.00000000000003,0.244,-0.247,0.102,-0.098,700,800,-7.050000000000011,-9.649999999999949,-2115.0000000000036,521.829657505442,455.3369296,147405.0,145290.0,-3092.1665871054456,167100.0,2020
20201217,2020-12-10,0.35/0.15,7.24,30430.35,371.7,0.353,-0.366,0.151,-0.153,700,800,18.099999999999966,-14.39999999999992,5429.99999999999,443.2432840462509,576.1927641999999,208605.0,214035.0,4410.563951753739,128490.0,2020
20201217,2020-12-10,0.25/0.1,7.24,30430.35,225.64999999999998,0.255,-0.246,0.095,-0.104,700,700,8.5,-10.500000000000028,2550.0,348.30681741514894,423.412861,126825.0,129375.0,1778.280321584851,142305.0,2020
20201217,2020-12-11,0.35/0.15,6.24,30764.7,332.69999999999993,0.35,-0.35,0.141,-0.152,700,700,5.7999999999999545,-21.350000000000023,1739.9999999999864,269.9377616875257,542.4539764,192570.00000000003,194309.99999999997,927.6082619124605,110190.00000000001,2020
20201217,2020-12-11,0.25/0.1,6.24,30764.7,211.04999999999998,0.247,-0.254,0.102,-0.099,600,700,-0.75,-28.599999999999994,-225.0,191.44051669082282,412.11314799999997,122475.0,122250.0,-828.5536646908229,146685.0,2020
20201217,2020-12-14,0.35/0.15,3.24,30816.15,281.0,0.345,-0.349,0.139,-0.15,600,600,19.94999999999999,-5.099999999999966,5984.999999999996,445.0655309821093,468.83695659999995,149430.0,155415.0,5071.097512417887,95700.0,2020
20201217,2020-12-14,0.25/0.1,3.24,30816.15,177.74999999999997,0.265,-0.237,0.098,-0.108,600,500,22.69999999999996,-3.700000000000017,6809.999999999988,308.0388866594954,367.20245439999997,93210.0,100020.0,6134.758658940493,126675.0,2020
20201217,2020-12-15,0.35/0.15,2.24,30559.65,235.3,0.336,-0.357,0.14,-0.156,500,500,32.29999999999998,-13.450000000000045,9689.999999999995,465.066563362773,415.8432874,117945.0,127635.0,8809.090149237221,79410.0,2020
20201217,2020-12-15,0.25/0.1,2.24,30559.65,161.10000000000002,0.245,-0.266,0.091,-0.106,500,500,34.70000000000003,-14.599999999999994,10410.00000000001,274.29864516666487,332.53811740000003,71835.0,82245.0,9803.163237433344,101670.0,2020
20201217,2020-12-16,0.35/0.15,1.24,30875.3,191.79999999999998,0.35,-0.374,0.133,-0.166,400,400,33.24999999999997,-25.35000000000005,9974.99999999999,442.3167085848389,365.1181762,89970.0,99945.0,9167.565115215153,62460.00000000001,2020
20201217,2020-12-16,0.25/0.1,1.24,30875.3,106.64999999999999,0.225,-0.256,0.098,-0.103,300,400,30.450000000000003,-29.250000000000014,9135.0,275.90758024312856,287.9209222,48240.0,57374.99999999999,8571.17149755687,88005.0,2020
20210128,2021-01-20,0.35/0.15,8.24,32461.95,368.15,0.335,-0.362,0.145,-0.15,700,900,35.09999999999991,-7.650000000000034,10529.999999999973,322.0012241253579,564.7028992,198930.0,209460.0,9643.295876674616,159555.0,2021
20210128,2021-01-20,0.25/0.1,8.24,32461.95,235.3,0.242,-0.251,0.093,-0.097,700,900,30.100000000000023,-9.5,9030.000000000007,134.71668262031295,420.08304820000006,120704.99999999999,129735.00000000001,8475.200269179693,199410.0,2021
20210128,2021-01-21,0.35/0.15,7.24,32689.45,294.70000000000005,0.347,-0.355,0.141,-0.145,600,700,-23.549999999999955,-23.899999999999977,-7064.999999999986,60.0,532.0165282,192690.0,185625.0,-7657.016528199986,121589.99999999999,2021
20210128,2021-01-21,0.25/0.1,7.24,32689.45,195.35,0.267,-0.248,0.098,-0.098,600,700,-18.599999999999994,-18.99999999999997,-5579.999999999998,60.0,417.35219379999995,128895.0,123314.99999999999,-6057.3521937999985,151395.0,2021
20210128,2021-01-22,0.35/0.15,6.24,31935.3,314.7,0.342,-0.354,0.155,-0.145,600,800,-133.45000000000005,-142.65000000000003,-40035.000000000015,1128.060047060859,646.4190556000001,277215.0,237179.99999999997,-41809.47910266088,145590.0,2021
20210128,2021-01-22,0.25/0.1,6.24,31935.3,205.20000000000002,0.238,-0.259,0.097,-0.1,600,800,-126.44999999999996,-150.44999999999996,-37934.999999999985,749.2770986705905,496.84585660000005,193890.0,155955.0,-39181.12295527057,178440.0,2021
20210128,2021-01-25,0.35/0.15,3.24,31158.0,302.34999999999997,0.331,-0.354,0.145,-0.146,600,800,78.84999999999994,-2.8000000000000114,23654.99999999998,625.3274592983289,471.6292756,139245.0,162900.0,22558.043265101653,149295.0,2021
20210128,2021-01-25,0.25/0.1,3.24,31158.0,212.1,0.259,-0.259,0.105,-0.1,600,800,75.0,-10.449999999999989,22500.0,522.2554761647718,378.6339292,89070.0,111570.0,21599.110594635225,176370.0,2021
20210128,2021-01-27,0.35/0.15,1.24,30866.5,216.74999999999997,0.333,-0.35,0.142,-0.153,500,500,-73.85000000000005,-103.69999999999996,-22155.000000000015,1409.3326382822056,467.6671407999999,167445.0,145290.0,-24031.99977908222,84975.0,2021
20210128,2021-01-27,0.25/0.1,1.24,30866.5,142.10000000000002,0.241,-0.259,0.099,-0.108,500,500,-63.55000000000001,-91.25,-19065.000000000004,1082.158408142132,372.96358299999997,113520.00000000001,94455.0,-20520.121991142136,107370.0,2021
20210225,2021-02-17,0.35/0.15,8.24,36891.85,453.5,0.339,-0.354,0.16,-0.15,900,1100,45.450000000000045,-8.599999999999909,13635.000000000015,770.9005965906431,689.659747,265320.0,278955.0,12174.439656409371,193950.0,2021
20210225,2021-02-17,0.25/0.1,8.24,36891.85,252.64999999999998,0.249,-0.248,0.16,-0.097,500,1100,40.75,-4.000000000000057,12225.0,789.5789861274606,531.511888,179625.0,191850.0,10903.909125872538,254205.0,2021
20210225,2021-02-18,0.35/0.15,7.24,36835.85,411.30000000000007,0.352,-0.354,0.154,-0.149,900,1000,-13.949999999999932,-69.94999999999999,-4184.99999999998,292.06738722042303,650.2385806,255540.0,251355.0,-5127.305967820404,176609.99999999997,2021
20210225,2021-02-18,0.25/0.1,7.24,36835.85,256.04999999999995,0.253,-0.255,0.126,-0.101,700,1000,-3.7000000000000455,-56.39999999999998,-1110.0000000000136,284.6838339111624,493.4113173999999,167595.0,166484.99999999997,-1888.0951513111759,223185.0,2021
20210225,2021-02-19,0.35/0.15,6.24,36400.2,395.9,0.358,-0.339,0.146,-0.152,900,900,-73.95000000000005,-79.4500000000001,-22185.000000000015,1292.2639478328463,693.9820168000001,291435.0,269250.0,-24171.24596463286,151230.0,2021
20210225,2021-02-19,0.25/0.1,6.24,36400.2,238.15,0.247,-0.242,0.105,-0.104,800,900,-75.64999999999995,-85.44999999999996,-22694.999999999985,1014.2734379079554,513.4010691999999,192855.0,170160.0,-24222.674507107942,198555.0,2021
20210225,2021-02-22,0.35/0.15,3.24,35993.1,362.70000000000005,0.339,-0.361,0.157,-0.149,700,900,-55.14999999999992,-138.95,-16544.999999999975,1658.0837670790147,622.080721,248310.0,231765.0,-18825.164488078986,161190.0,2021
20210225,2021-02-22,0.25/0.1,3.24,35993.1,242.15,0.25,-0.251,0.095,-0.097,800,900,-32.349999999999994,-114.79999999999993,-9704.999999999998,1096.9774447681593,460.55457279999996,155295.0,145590.0,-11262.532017568157,197355.0,2021
