expiry,date,cfg,dte,spot,credit,sc_d,sp_d,lc_d,lp_d,call_width,put_width,pnl_pts,max_dd_pts,gross,slip,stat,buy_turn,sell_turn,net,maxloss,year
20181017,2018-10-12,0.25/0.1,5.24,25274.2,88.19999999999999,0.235,-0.257,0.192,-0.134,100,400,7.349999999999994,-8.499999999999986,2204.999999999998,499.23020018547186,384.0013528,105464.99999999999,107670.0,1321.7684470145264,93540.0,2018
20181017,2018-10-15,0.35/0.15,2.24,25202.4,240.2,0.38,-0.374,0.133,-0.149,500,500,21.5,-1.150000000000034,6450.0,263.36373571404494,405.13089699999995,114225.0,120675.0,5781.505367285955,77940.0,2018
20181017,2018-10-15,0.25/0.1,2.24,25202.4,130.0,0.263,-0.272,0.133,-0.12,300,400,21.75,-1.0500000000000114,6525.0,192.69493248369147,334.13436160000003,75285.0,81810.0,5998.170705916308,81000.0,2018
20181017,2018-10-16,0.35/0.15,1.24,25582.15,89.14999999999998,0.317,-0.335,0.24,-0.155,100,300,21.599999999999966,-1.450000000000017,6479.99999999999,224.57919539149867,320.36081559999997,67770.0,74249.99999999999,5935.059989008491,63255.00000000001,2018
20181213,2018-12-05,0.35/0.15,8.24,26549.95,300.90000000000003,0.361,-0.363,0.142,-0.122,600,800,11.450000000000045,-9.449999999999989,3435.0000000000136,389.84744543573004,467.2020628000001,150224.99999999997,153660.0,2577.9504917642835,149730.0,2018
20181213,2018-12-05,0.25/0.1,8.24,26549.95,132.54999999999998,0.237,-0.25,0.142,-0.122,300,500,8.049999999999997,-0.7500000000000284,2414.999999999999,245.31597084799267,375.6297406,100739.99999999999,103154.99999999999,1794.0542885520067,110235.00000000001,2018
20181213,2018-12-06,0.35/0.15,7.24,26253.35,222.85000000000002,0.345,-0.348,0.147,-0.166,500,500,-4.849999999999966,-21.149999999999977,-1454.9999999999898,374.0975942473779,456.8476827999999,147795.0,146340.0,-2285.9452770473677,83145.0,2018
20181213,2018-12-06,0.25/0.1,7.24,26253.35,131.95,0.254,-0.261,0.093,-0.166,500,300,-0.75,-13.250000000000057,-225.0,362.3476220690721,383.2510444,106665.0,106440.0,-970.598666469072,110415.0,2018
20181213,2018-12-07,0.35/0.15,6.24,26336.75,239.2,0.334,-0.367,0.159,-0.16,400,600,6.050000000000011,-7.5,1815.0000000000034,810.5392205400176,457.40975679999997,145935.0,147750.0,547.0510226599858,108240.0,2018
20181213,2018-12-07,0.25/0.1,6.24,26336.75,123.95,0.239,-0.249,0.097,-0.16,400,300,0.9500000000000028,-7.199999999999974,285.00000000000085,640.6716068982869,363.05690319999997,95265.0,95550.0,-718.728510098286,82815.0,2018
20181213,2018-12-10,0.35/0.15,3.24,26224.65,200.24999999999997,0.36,-0.329,0.162,-0.186,400,400,-15.199999999999989,-15.199999999999989,-4559.999999999996,680.4347564291638,480.9660646,163065.0,158505.0,-5721.40082102916,59925.00000000001,2018
20181213,2018-12-10,0.25/0.1,3.24,26224.65,110.44999999999999,0.253,-0.25,0.093,-0.186,400,200,-9.650000000000006,-14.649999999999977,-2895.000000000002,497.8944232803442,399.7904116,117495.00000000001,114600.0,-3792.684834880346,86865.0,2018
20181213,2018-12-12,0.35/0.15,1.24,26443.6,82.90000000000002,0.325,-0.322,0.153,-0.157,200,200,-11.399999999999977,-11.399999999999977,-3419.999999999993,391.01616111877195,300.19140699999997,63285.0,59865.0,-4111.207568118765,35129.99999999999,2018
20181213,2018-12-12,0.25/0.1,1.24,26443.6,52.000000000000014,0.228,-0.227,0.097,-0.112,200,200,-12.59999999999998,-12.59999999999998,-3779.999999999994,257.212587872747,258.7901398,40845.0,37065.0,-4296.0027276727415,44400.0,2018
20190328,2019-03-20,0.35/0.15,8.24,29701.55,217.70000000000005,0.364,-0.348,0.146,-0.15,500,500,-0.7499999999999432,-6.69999999999996,-224.99999999998295,64.424085957199,429.96712479999997,132255.0,132030.0,-719.3912107571819,84689.99999999999,2019
20190328,2019-03-20,0.25/0.1,8.24,29701.55,118.84999999999997,0.259,-0.251,0.146,-0.104,300,500,6.599999999999966,-2.300000000000054,1979.9999999999898,87.13671654860369,357.44097579999993,91064.99999999999,93045.0,1535.422307651386,114345.00000000001,2019
20190328,2019-03-22,0.35/0.15,6.24,29984.5,132.85000000000002,0.338,-0.333,0.233,-0.138,200,400,-48.04999999999998,-60.59999999999994,-14414.999999999995,198.16770970419486,418.51638219999995,135390.0,120975.0,-15031.68409190419,80145.0,2019
20190328,2019-03-25,0.35/0.15,3.24,29226.2,144.0,0.316,-0.378,0.146,-0.163,300,400,13.300000000000011,-3.3499999999999943,3990.0000000000036,762.1688682248573,352.8908716,87239.99999999999,91229.99999999999,2874.9402601751462,76800.0,2019
20190328,2019-03-25,0.25/0.1,3.24,29226.2,94.15000000000002,0.249,-0.25,0.11,-0.108,300,400,12.500000000000014,-4.949999999999989,3750.000000000004,578.4039495018397,297.97052140000005,57315.0,61065.000000000015,2873.6255290981644,91754.99999999999,2019
20190328,2019-03-26,0.35/0.15,2.24,29431.3,116.20000000000002,0.352,-0.342,0.146,-0.138,300,300,-93.89999999999998,-93.89999999999998,-28169.999999999993,254.11486563791095,396.611368,132510.0,104340.0,-28820.726233637906,55139.99999999999,2019
20190328,2019-03-26,0.25/0.1,2.24,29431.3,78.85,0.267,-0.254,0.111,-0.099,300,300,-94.25,-94.25,-28275.0,222.93721048859686,341.3615044,102314.99999999999,74040.0,-28839.298714888595,66345.0,2019
20190328,2019-03-27,0.35/0.15,1.24,30016.35,122.94999999999999,0.357,-0.356,0.168,-0.141,300,300,27.99999999999997,-33.25,8399.99999999999,1075.146981773643,311.73119319999995,61769.99999999999,70170.0,7013.121825026347,53115.0,2019
20190328,2019-03-27,0.25/0.1,1.24,30016.35,52.550000000000004,0.22,-0.265,0.168,-0.109,100,300,17.749999999999993,-48.699999999999996,5324.999999999998,821.0444610812257,269.3716048,40605.0,45930.0,4234.583934118773,74235.0,2019
20190627,2019-06-19,0.35/0.15,8.24,30637.95,224.55000000000007,0.359,-0.355,0.158,-0.139,400,600,-41.44999999999993,-54.299999999999955,-12434.99999999998,724.2645415692641,456.8945242000001,155100.0,142665.00000000003,-13616.159065769245,112634.99999999999,2019
20190627,2019-06-19,0.25/0.1,8.24,30637.95,126.94999999999999,0.247,-0.231,0.101,-0.099,400,500,-18.30000000000001,-30.649999999999977,-5490.000000000004,515.5504669041165,353.52088000000003,93870.0,88380.0,-6359.07134690412,111915.0,2019
20190627,2019-06-20,0.35/0.15,7.24,30403.4,203.09999999999997,0.349,-0.359,0.163,-0.158,400,500,-10.099999999999994,-11.250000000000057,-3029.999999999998,753.4539547241156,444.80963380000003,142245.0,139215.0,-4228.263588524114,89070.00000000001,2019
20190627,2019-06-20,0.25/0.1,7.24,30403.4,141.85,0.246,-0.264,0.101,-0.095,400,600,-9.150000000000006,-9.150000000000006,-2745.000000000002,560.1141092526382,350.73660040000004,90525.0,87779.99999999999,-3655.85070965264,137445.0,2019
20190627,2019-06-21,0.35/0.15,6.24,30634.45,212.00000000000006,0.357,-0.347,0.149,-0.144,400,500,19.400000000000006,-2.199999999999932,5820.000000000002,1079.5441289398698,400.0692268,111870.0,117690.0,4340.386644260132,86399.99999999999,2019
20190627,2019-06-21,0.25/0.1,6.24,30634.45,135.85000000000002,0.242,-0.251,0.087,-0.095,400,500,21.00000000000003,-3.1499999999999773,6300.000000000008,618.3952643947109,315.7890046,65385.0,71685.0,5365.815731005297,109245.0,2019
20190627,2019-06-24,0.35/0.15,3.24,30690.8,180.39999999999995,0.346,-0.364,0.148,-0.14,300,500,9.399999999999949,-9.200000000000074,2819.9999999999845,527.7968854511162,369.38358759999994,97050.0,99869.99999999997,1922.8195269488683,95880.0,2019
20190627,2019-06-24,0.25/0.1,3.24,30690.8,122.55,0.271,-0.255,0.106,-0.09,300,500,10.049999999999983,-7.450000000000003,3014.999999999995,439.32359805775144,306.17225440000004,62295.0,65310.0,2269.5041475422436,113235.0,2019
20190627,2019-06-25,0.35/0.15,2.24,30556.85,167.1,0.386,-0.364,0.168,-0.134,300,400,-32.85000000000005,-35.950000000000045,-9855.000000000015,251.5871369371562,399.664033,122040.0,112185.0,-10506.251169937172,69870.0,2019
20190627,2019-06-25,0.25/0.1,2.24,30556.85,76.10000000000001,0.229,-0.231,0.118,-0.1,200,300,-21.14999999999999,-24.599999999999994,-6344.999999999997,229.7324144723676,312.01342539999996,71700.0,65355.0,-6886.745839872365,67170.0,2019
20190627,2019-06-26,0.35/0.15,1.24,30985.0,140.10000000000002,0.381,-0.398,0.122,-0.162,300,300,-6.299999999999983,-16.099999999999966,-1889.999999999995,871.1269451446392,319.678045,72945.0,71055.0,-3080.8049901446343,47969.99999999999,2019
20190627,2019-06-26,0.25/0.1,1.24,30985.0,68.64999999999999,0.277,-0.22,0.122,-0.089,200,300,-8.450000000000003,-15.949999999999989,-2535.000000000001,576.4208775618437,269.9358952,46124.99999999999,43589.99999999999,-3381.3567727618447,69405.0,2019
20191010,2019-10-03,0.35/0.15,7.24,28547.4,419.05,0.34,-0.35,0.166,-0.151,900,1000,19.60000000000008,-42.80000000000001,5880.000000000024,2521.295875481287,660.5305942,254504.99999999997,260385.0,2698.1735303187365,174285.0,2019
