date,open,close,high,low,rv,range_pct,trend_eff,acf1,spot_945,ret,gap_pct,rv_cc,expiry,dte,atm_iv,straddle_pct,vrp,year,m,net,gross,credit,ic_maxdd,move_pct,implied_move_pct,z,rv20,regime
2024-01-29,21439.55,21740.05,21763.25,21429.6,8.763692094799724,1.5562360217448663,0.113117403217876,-0.3967531702531145,21537.65,1.728062889697357,0.3219353555677706,,,,,,,2024,2024-01,,,,,0.9397496941402572,,,,
2024-01-30,21784.65,21528.8,21813.05,21501.8,9.556994757892614,1.42875832294758,0.1219365508946028,-0.0887488067739829,21748.35,-0.9717088967136744,0.2051513220990841,,,,,,,2024,2024-01,,,,,1.0095018702568237,,,,
2024-01-31,21504.05,21709.65,21741.35,21448.85,9.176599336779375,1.3602088908833454,0.0777192262787557,-0.0340693349559252,21578.1,0.8400375311211183,0.1149622830812657,,,,,,,2024,2024-01,,,,,0.6096458909728097,,,,
2024-02-01,21788.35,21689.65,21832.95,21658.75,13.50752510503087,0.799509829794366,0.0177079852990314,-0.2482760037609375,21752.55,-0.0921249306184091,0.3625116019834395,15.324249478674544,,,,,,2024,2024-02,,,,,0.28916150060566137,,,8.797517257351945,Normal
2024-02-06,21830.9,21938.8,21951.4,21737.55,8.473590423961909,0.9795748228428612,0.05513907377566,-0.07746039019405,21847.35,1.1487045664637208,0.6512322697692197,15.84113171586545,,,,,,2024,2024-02,,,,,0.418586235859264,,,9.231080016897586,Normal
2024-02-07,22046.4,21949.8,22053.3,21860.15,8.985864907512669,0.8761067566586735,0.0267180315645584,-0.0263598750477232,21975.0,0.0501394789140796,0.4904552664685591,15.622116779420402,,,,,,2024,2024-02,,,,,0.1146757679180932,,,9.228924374876502,Normal
2024-02-08,22011.05,21759.7,22011.05,21665.3,11.930875997350007,1.5708019381174456,0.1536154788912386,0.2123694019568643,21966.65,-0.8660671167846523,0.2790458227409864,15.828100362911318,,,,,,2024,2024-02,,,,,0.942109971251881,,,9.317817554292663,Normal
2024-02-13,21665.6,21728.0,21766.8,21543.35,10.71789508916862,1.0313584668783728,0.0801848480604936,0.0105221764946032,21606.55,-0.1456821555444243,0.4324508150388206,15.592146881532916,,,,,,2024,2024-02,,,,,0.5620980674841736,,,9.692475749732504,Stressed
2024-02-14,21591.0,21848.7,21870.85,21530.2,10.120381756949744,1.577740725302199,0.1655696488601354,0.1382739026569724,21559.7,0.5555044182621538,0.6305228276877739,15.68801905528478,,,,,,2024,2024-02,,,,,1.3404639211120672,,,9.821269493065092,Stressed
2024-02-15,21923.25,21927.05,21953.85,21794.8,10.987603617317657,0.7254855005530625,0.0360096917035676,-0.2592570363327632,21840.9,0.3586025713200325,0.3412102321877164,15.692174706871048,,,,,,2024,2024-02,,,,,0.3944434524218332,,,9.902814323138696,Stressed
2024-02-16,22021.7,22035.7,22068.65,21968.95,6.773525047848331,0.4527352565878235,0.0569008809635311,-0.3254398143134709,21990.35,0.4955066915066197,0.4316586134477829,15.098565253154243,,,,,,2024,2024-02,,,,,0.2062268222197572,,,10.015066350959243,Stressed
2024-02-19,22107.5,22116.95,22186.65,22021.05,6.983505172644295,0.7490670586904996,0.0645681316816538,-0.1008524559085023,22057.7,0.368719850061483,0.3258348951928003,14.790474000835538,,,,,,2024,2024-02,,,,,0.26861368139017294,,,10.020466577358707,Stressed
2024-02-20,22111.35,22209.2,22215.6,22045.85,7.772034016761239,0.7677052735359895,0.0391052713905834,-0.0703283276212691,22108.95,0.4171009112920121,0.025319946918545,14.793984915519998,,,,,,2024,2024-02,,,,,0.4534362780683754,,,10.022469915922642,Stressed
2024-02-21,22230.35,22028.75,22249.4,21997.95,9.540061000265748,1.1311112960434755,0.1276107917962239,-0.0612092744532893,22234.05,-0.8125011256596371,0.0952308052518668,12.989656566833077,,,,,,2024,2024-02,,,,,0.9233585424157975,,,10.003566774560245,Stressed
2024-02-22,22090.0,22216.9,22252.5,21875.25,10.856757791293752,1.7077863286555002,0.0741376024394895,0.2546580481748841,22050.6,0.8541111048062211,0.2780457356863275,13.069903550995852,,,,,,2024,2024-02,,,,,0.7541744895830593,,,10.027822995951333,Stressed
2024-02-23,22295.5,22193.65,22297.5,22186.1,8.338784175299537,0.4996523962234597,0.0272646693848583,-0.1192253602169211,22261.6,-0.1046500636902592,0.353784731443163,12.926032137268828,,,,,,2024,2024-02,,,,,0.3052341251302604,,,9.966452716403316,Stressed
2024-02-26,22173.95,22117.15,22202.15,22075.15,6.90408048406101,0.5727441434656432,0.0635139799792904,-0.0363558090497095,22197.7,-0.3446931892680971,0.0887641284781914,12.970054941900424,,,,,,2024,2024-02,,,,,0.36287543304035497,,,9.965919450100378,Stressed
2024-02-27,22099.8,22194.2,22218.25,22085.65,6.644749194906666,0.6000054299133863,0.0463182897862225,-0.0790496055305561,22138.15,0.348372190811208,0.0784459118828739,11.292258920547544,,,,,,2024,2024-02,,,,,0.2531828540325076,,,9.944077357830723,Stressed
2024-02-28,22223.75,21925.45,22229.15,21915.85,11.029689159968529,1.409753079475799,0.1220753899480039,0.068406862193064,22209.85,-1.2109019473556135,0.1331428931883094,11.952778160934214,,,,,,2024,2024-02,,,,,1.2805129255712977,,,9.613293022732663,Stressed
2024-02-29,21932.15,22042.05,22060.55,21860.65,12.975619378816686,0.911447350122983,0.0206794340365412,0.0221599715663666,21957.3,0.5318020838796844,0.0305580957289386,11.870919605952746,,,,,,2024,2024-02,,,,,0.38597641786557446,,,9.409116007287523,Stressed
2024-03-01,22068.15,22327.3,22353.3,22047.75,7.719036611727832,1.384574601858331,0.1424735557363698,-0.1791626394108221,22170.55,1.2941173801892305,0.1184100389936659,11.189805738928316,,,,,,2024,2024-03,,,,,0.7070189959202722,,,9.501991425431449,Stressed
2024-03-04,22411.8,22397.65,22440.9,22358.3,6.278767851212541,0.3685558500432905,0.0249309945686057,-0.1586089930729063,22386.85,0.3150851200100391,0.3784604497632848,10.405501809630325,,,,,,2024,2024-03,,,,,0.04824260670885927,,,9.449758651277856,Stressed
2024-03-06,22338.25,22482.85,22497.2,22224.35,10.006685754927126,1.2214475171510848,0.0562426548771599,0.1399372277756689,22349.7,0.3803970505834142,0.2652063944208471,10.155465619113322,,,,,,2024,2024-03,,,,,0.5957574374600094,,,9.28584730594385,Normal
2024-03-11,22526.6,22319.85,22526.6,22307.25,6.773463663049991,0.9737377145241564,0.0746003552397885,-0.059422598011598,22472.5,-0.7249970533095174,0.1945927673760117,10.61599854387117,,,,,,2024,2024-03,,,,,0.679274669039942,,,9.327351626851238,Normal
2024-03-13,22446.75,21981.05,22446.75,21905.65,13.062930349065915,2.4105939612638734,0.150558067404932,-0.1110937461614942,22332.0,-1.5179313481049397,0.5685522080121519,11.459928126140152,,,,,,2024,2024-03,,,,,1.5715117320437066,,,8.990648554752195,Normal
2024-03-14,21986.7,22153.05,22204.6,21917.5,9.85174965395091,1.3057894090518294,0.074654377880185,-0.0307529097318842,22007.75,0.7824921921382177,0.0257039586371021,11.782477987972513,,,,,,2024,2024-03,,,,,0.6602219672615206,,,9.220115551007396,Normal
2024-03-15,22074.85,21996.55,22120.9,21931.7,9.409768032514108,0.8570839665954729,0.0312064271960693,-0.1855705837187154,22043.3,-0.7064489991220224,0.3529987970053772,11.630757923622344,,,,,,2024,2024-03,,,,,0.21208258291635085,,,9.263409788329307,Normal
2024-03-18,22006.05,22051.5,22123.7,21916.55,10.271030974087084,0.9413320427791516,0.0698326469815115,-0.1952469100010037,21959.45,0.249811902321051,0.0431885909381257,11.624206277235922,,,,,,2024,2024-03,,,,,0.41918171903212453,,,9.137354390087513,Normal
2024-03-19,21959.9,21810.35,21978.3,21793.1,7.791892078986577,0.8433553886857441,0.1005864116834155,-0.0159913228886015,21965.7,-1.0935764006983706,0.415391243226082,12.183299255940724,,,,,,2024,2024-03,,,,,0.7072390135529627,,,9.115011184333436,Normal
2024-03-20,21864.55,21853.6,21930.9,21710.2,10.132759653955546,1.0093964888369564,0.0159738769746699,-0.049278180045891,21859.6,0.1983003482291634,0.2485058699195574,12.13285937035993,,,,,,2024,2024-03,,,,,0.02744789474646847,,,8.998586700435277,Normal
2024-03-21,22020.95,22014.8,22080.95,21941.3,7.125404476788128,0.6341688255956326,0.0159117696581896,0.2168743447499777,22004.35,0.7376359043818947,0.765777720833194,12.29704806641198,,,,,,2024,2024-03,,,,,0.047490609811240425,,,8.955844502267173,Normal
2024-03-22,21951.0,22080.8,22180.7,21883.3,7.7118106395455825,1.3548357705799343,0.1581700366929549,-0.2070515788816512,21916.05,0.2997983174954921,0.2898050402456498,12.271906368987176,,,,,,2024,2024-03,,,,,0.7517321780156516,,,8.973438473714161,Normal
2024-03-26,21993.4,22018.25,22073.2,21947.55,6.329278454598085,0.5713077559631592,0.0003739366177412,-0.1419151622999444,22011.95,-0.2832777797905805,0.3958189920654997,12.203777248772385,,,,,,2024,2024-03,,,,,0.028620817328772752,,,9.009853747059227,Normal
2024-03-27,22065.85,22145.45,22193.6,22052.85,4.929243679741076,0.6378634858842964,0.0254356776267541,-0.2288623716062929,22117.9,0.5777025876261721,0.2161843016588394,12.0336724137826,,,,,,2024,2024-03,,,,,0.1245597457263159,,,8.937715968951068,Normal
2024-03-28,22186.35,22343.1,22516.0,22173.85,8.957930886879222,1.5421644389455746,0.0972980540389153,0.1196903126554743,22257.9,0.8925083933719824,0.184688051044346,12.069303862126423,,,,,,2024,2024-03,,,,,0.3827854379793161,,,8.707175102924834,Normal
2024-04-01,22461.65,22469.05,22529.95,22427.75,5.500403113832369,0.4549977405934147,0.0336582863006707,-0.1624023299051463,22493.15,0.5637087064910506,0.5305888618857946,12.20205864135877,,,,,,2024,2024-04,,,,,0.10714373042460812,,,8.612233757704107,Normal
2024-04-02,22463.7,22464.3,22497.6,22388.15,5.598838041495341,0.4872305096666938,0.0328040117007914,-0.3719097352533022,22473.55,-0.0211401906177632,0.0238105304852576,12.111868410408286,,,,,,2024,2024-04,,,,,0.041159496385756444,,,8.470314704630749,Normal
2024-04-03,22408.05,22445.55,22521.1,22346.5,6.133809871420629,0.7791842663685531,0.0725229826353387,-0.0478497672203707,22374.45,-0.0834657656815451,0.2503972970446466,12.082240735802005,,,,,,2024,2024-04,,,,,0.3177731743126522,,,8.405052582502467,Normal
2024-04-04,22616.0,22541.2,22619.0,22303.8,13.371836363889702,1.3937035726919027,0.0083820525463137,-0.13670943959606,22469.8,0.42614237566021,0.75939328731085,11.162381467889563,,,,,,2024,2024-04,,,,,0.3177598376487678,,,8.379505616328164,Normal
2024-04-05,22486.45,22525.5,22537.6,22427.6,6.1325945479568125,0.4891834860549353,0.0337574534015645,-0.2632192678535844,22474.4,-0.0696502404486043,0.2428885773605671,11.086960872781388,,,,,,2024,2024-04,,,,,0.2273698074253261,,,8.496612976524222,Normal
2024-04-08,22581.7,22661.0,22697.3,22550.35,5.516904990479315,0.6507481721925308,0.0659256615510139,-0.11143866533978,22609.15,0.6015404763490162,0.2494950167587939,10.35501012204824,,,,,,2024,2024-04,,,,,0.22933192977179218,,,8.15446173498123,Normal
2024-04-09,22765.3,22642.05,22768.4,22612.25,6.427945833230083,0.6859123314869624,0.0822118702553473,-0.1139503167094714,22736.85,-0.0836238471382588,0.4602621243546156,10.329717431774316,,,,,,2024,2024-04,,,,,0.4169442996721173,,,8.044355153918804,Normal
2024-04-10,22726.6,22735.05,22775.7,22673.7,5.057604689127137,0.4488132848732323,0.0363941769316906,-0.1061615459862623,22715.85,0.4107401935778743,0.3734202512581719,10.342897520954343,,,,,,2024,2024-04,,,,,0.08452248099894977,,,8.05181405301968,Normal
2024-04-12,22687.65,22519.4,22726.45,22503.75,8.915201197873317,0.9815913062833777,0.0851723894803633,0.0528580474124686,22650.6,-0.948535411182283,0.2084886551821818,10.594665418988477,,,,,,2024,2024-04,,,,,0.5792341041738314,,,7.804359999729681,Normal
2024-04-15,22365.8,22275.45,22427.45,22259.55,8.078453242897384,0.7506997290506106,0.0009984837838826,0.0685996812232786,22284.35,-1.0832881870742606,0.682078563372035,9.827950092282798,,,,,,2024,2024-04,,,,,0.03993834237928651,,,7.911446876470848,Normal
2024-04-16,22147.35,22177.45,22213.75,22079.45,6.730967205875081,0.6063930899182036,0.0412501530050194,-0.0346765403056917,22178.8,-0.4399462188193759,0.5750725574567572,9.60524621094604,,,,,,2024,2024-04,,,,,0.0060868937904579035,,,7.66222302116242,Normal
2024-04-18,22228.75,22045.75,22326.5,21961.7,18.09278145309292,1.6411179216105236,0.0860084395643241,-0.2326393799263114,22204.45,-0.593846452139446,0.2313160439996409,9.502039488675786,,,,,,2024,2024-04,,,,,0.7147215985984778,,,7.50618389875863,Quiet
2024-04-19,21839.95,22149.7,22179.55,21777.65,11.74331199188375,1.8402056781265423,0.1405826558265601,-0.1756834038765778,21842.6,0.4715194538629896,0.9335132621933862,9.607368651956463,,,,,,2024,2024-04,,,,,1.4059681539743574,,,7.940334569787569,Normal
2024-04-22,22337.1,22370.5,22375.65,22198.15,6.879039921783173,0.7946420976760636,0.0847898685865459,-0.2473497609494228,22218.9,0.9968532305177912,0.8460611204666346,9.240840881274664,,,,,,2024,2024-04,,,,,0.6823020041496042,,,8.013948620677402,Normal
2024-04-23,22447.55,22363.4,22447.55,22349.45,5.936469204930192,0.4370187392387968,0.0084724768369416,-0.0879714088177603,22394.25,-0.0317382266824539,0.3444268120962768,9.25385745971557,,,,,,2024,2024-04,,,,,0.1377585764202771,,,7.968306012817233,Normal
2024-04-24,22426.5,22412.2,22476.45,22384.0,4.611529539017145,0.4122355249370197,0.0134564643799478,-0.0044874746904692,22414.0,0.218213688437352,0.2821574536966631,8.971162546868335,,,,,,2024,2024-04,,,,,0.008030695101268748,,,7.758491490365965,Normal
2024-04-25,22333.55,22559.25,22625.95,22305.25,10.86309037685876,1.4359562183351986,0.104779309962896,0.0605587255134529,22393.45,0.6561158654661225,0.350924942665165,9.168145814084388,,,,,,2024,2024-04,,,,,0.7403950708801066,,,7.632797743477416,Normal
2024-04-26,22610.9,22450.2,22615.5,22385.55,7.094946750170619,1.016987382191778,0.137075928917614,0.0076714170720853,22589.95,-0.4833937298447388,0.2289526469186675,9.308109653708188,,,,,,2024,2024-04,,,,,0.6186379341255765,,,7.790361730343075,Normal
2024-04-29,22488.45,22633.15,22655.8,22441.9,6.248379394768389,0.9511549261954372,0.1478462251042154,-0.2474068075073664,22480.35,0.8149147891778341,0.1703771013175758,9.505956121912368,,,,,,2024,2024-04,,,,,0.6797047198998429,,,7.828645145121702,Normal
2024-04-30,22684.9,22589.3,22783.35,22568.4,7.398387301948476,0.9475466058920122,0.0441868279569908,0.1274888114512171,22703.95,-0.1937423646288794,0.2286469183476525,9.09410318433814,,,,,,2024,2024-04,,,,,0.5049782086377075,,,7.894601930873067,Normal
2024-05-02,22582.95,22656.75,22710.5,22580.6,8.165201295416903,0.5752127157878021,0.0087795048934953,-0.1632768032619267,22664.7,0.298592696542177,0.0281106541592635,8.945413886379391,,,,,,2024,2024-05,,,,,0.03507657282029175,,,7.81662475162653,Normal
2024-05-03,22772.55,22456.7,22794.7,22348.05,11.718755594882737,1.9613525933635076,0.1547252310444204,0.0409754698789927,22766.4,-0.8829598243349057,0.5111059617994629,9.531408847100602,,,,,,2024,2024-05,,,,,1.360338042026854,,,7.949864660705757,Normal
2024-05-06,22565.2,22458.0,22588.8,22409.45,9.604419556809416,0.7948079343413686,0.0309460151316896,-0.2044850751401555,22482.05,0.0057889182293102,0.4831520214457097,9.526303872725576,,,,,,2024,2024-05,,,,,0.1069742305528143,,,8.255860538375126,Normal
2024-05-07,22493.65,22304.5,22499.05,22232.05,10.051365567206483,1.1870016649143202,0.083844467264303,-0.1020679933293464,22464.15,-0.6834980853148154,0.1587407605307733,9.687802580957804,,,,,,2024,2024-05,,,,,0.7106879183053971,,,8.429391022644566,Normal
2024-05-08,22248.1,22306.75,22368.65,22185.2,10.530923915328064,0.8245647942970444,0.0257714669051877,-0.0418939376371874,22259.7,0.010087650474122,0.2528637718846038,9.689900783808335,,,,,,2024,2024-05,,,,,0.2113685269792498,,,8.263367482810406,Normal
2024-05-09,22247.85,21968.15,22307.75,21932.4,10.057117218058655,1.687129318113879,0.1563662121480449,-0.0428515607470766,22247.75,-1.517926188261398,0.2640456364105148,10.678601968645768,,,,,,2024,2024-05,,,,,1.2567563011989913,,,8.483283951178967,Normal
2024-05-10,21992.1,22054.0,22131.3,21950.3,8.884950475376737,0.8230228127373013,0.0170448881948375,0.0241036176657611,22062.4,0.3907930344612564,0.1090214697186509,10.850866298289782,,,,,,2024,2024-05,,,,,0.038073826963525015,,,8.710294562557934,Normal
2024-05-13,22037.3,22119.4,22131.65,21821.05,10.858728731129734,1.409428559760053,0.1152114740368526,0.18817293294092,21881.1,0.296544844472657,0.07572322481183,10.782849509261716,,,,,,2024,2024-05,,,,,1.0890677342547006,,,8.833144794665266,Normal
2024-05-14,22132.1,22223.8,22270.05,22081.25,7.899294142493667,0.8530595831394187,0.0647687964693262,-0.1377945593358186,22144.55,0.4719838693635347,0.0574156622693111,10.537508691942495,,,,,,2024,2024-05,,,,,0.35787586561930596,,,9.123200996765396,Normal
2024-05-15,22265.0,22210.4,22297.55,22151.75,8.436761037495561,0.6548394340893747,0.0494615936826962,-0.0710738296682483,22295.55,-0.0602957190039443,0.1853868375345291,9.826702436842664,,,,,,2024,2024-05,,,,,0.38191477671551954,,,9.072405643996415,Normal
2024-05-16,22324.3,22392.35,22432.25,22054.55,14.398134944310732,1.6918783567681888,0.0557749572342728,0.1765422742799609,22244.6,0.819210820156302,0.5128228217411657,10.113058762254571,,,,,,2024,2024-05,,,,,0.6642061444125824,,,9.090321033726322,Normal
2024-05-17,22426.5,22465.4,22502.15,22345.65,8.74171051119834,0.6978351503801307,0.0804053068960485,0.0879650599087137,22353.8,0.3262274839398449,0.1525074411573568,9.8601499653116,,,,,,2024,2024-05,,,,,0.4992439764156531,,,9.473679420648105,Stressed
2024-05-21,22448.75,22507.55,22591.1,22440.9,5.245366799133506,0.6690795701319543,0.0508988520684434,-0.0498708967031012,22479.5,0.187621854051101,0.0741139708173577,9.767875099186783,,,,,,2024,2024-05,,,,,0.12478035543495025,,,9.006125873553376,Normal
2024-05-22,22577.4,22620.5,22629.5,22483.15,7.058686526013405,0.6482145862676771,0.0577600862462137,-0.127679781583165,22492.65,0.5018316076161211,0.3103403080299882,9.299760322365566,,,,,,2024,2024-05,,,,,0.5684079021369248,,,8.681228613915865,Normal
2024-05-23,22600.75,22951.0,22993.6,22577.45,9.560219072920866,1.8413105759764516,0.166433130935702,-0.0820234072013967,22668.45,1.4610640790433391,0.0873101832408629,10.537625875362206,,,,,,2024,2024-05,,,,,1.2464460516709241,,,8.690210944127376,Normal
2024-05-24,22932.4,22952.0,23026.4,22908.0,7.262939473102644,0.5163000819800869,0.0291595197255575,-0.0842160583027876,22980.95,0.0043571086227212,0.0810422203825433,10.541723718308772,,,,,,2024,2024-05,,,,,0.12597390447305346,,,8.87139843752691,Normal
2024-05-27,23039.6,22931.05,23110.8,22871.2,7.619762240746976,1.039948610218921,0.087077856420626,0.3937919955319286,22990.95,-0.091277448588356,0.3816660857441478,10.371140711151906,,,,,,2024,2024-05,,,,,0.26053729837175466,,,9.003968934231185,Normal
2024-05-28,22985.45,22865.05,22998.55,22858.5,7.12426308172309,0.6092984910019132,0.0471261236720238,-0.224812514833286,22954.6,-0.2878193541071994,0.2372329221732139,10.251828843599922,,,,,,2024,2024-05,,,,,0.3901178848683906,,,8.841802527425596,Normal
2024-05-29,22792.0,22705.8,22825.5,22685.45,7.667266809154031,0.6144699894699863,0.0704893945673058,-0.169609215746273,22806.8,-0.6964778122068416,0.3194832287705451,10.24512311992374,,,,,,2024,2024-05,,,,,0.44285037795744886,,,8.843268344003219,Normal
2024-05-30,22642.15,22555.85,22705.75,22417.0,8.202698114566322,1.2752764203046087,0.1123658949745922,-0.0937235750934238,22611.6,-0.6604039496516334,0.2803248509191336,10.50369808019492,,,,,,2024,2024-05,,,,,0.2465548656441774,,,8.9142127147225,Normal
2024-05-31,22572.0,22547.95,22653.75,22465.1,9.71112951341512,0.8357699805068292,0.053192140539879,0.1438849862855409,22628.65,-0.0350241733297451,0.0716000505412095,10.44224467816078,,,,,,2024,2024-05,,,,,0.3566275495886839,,,8.954428255353394,Normal
2024-06-03,23338.7,23305.95,23338.7,23062.3,9.08965901870983,1.1842990397922826,0.090965270053145,-0.0507165911823442,23084.65,3.361724680070699,3.506970700218859,15.463489536510703,,,,,,2024,2024-06,,,,,0.9586456801381038,,,9.031724666253306,Normal
2024-06-04,23153.6,21996.45,23159.45,21281.45,63.1547092123073,8.111049685578053,0.0754558152002669,-0.0159480044408346,22618.15,-5.61873684617018,0.6536957300603552,25.7922807615187,,,,,,2024,2024-06,,,,,2.7486775001492214,,,8.90026983744466,Normal
2024-06-05,22131.6,22573.0,22670.4,21791.95,24.297663695913823,3.969211444269736,0.1608027464804959,-0.0207320959656615,21943.25,2.6211047691786504,0.614417326432215,27.40257449115959,,,,,,2024,2024-06,,,,,2.8699030453556373,,,11.577784320219553,Stressed
2024-06-06,22799.5,22849.05,22910.15,22642.6,18.87874968819961,1.1734906467247217,0.014693297361589,-0.2499449698647339,22736.8,1.2229211890311342,1.003411154919598,27.70147428811116,,,,,,2024,2024-06,,,,,0.493693043876009,,,12.29009922665492,Stressed
2024-06-07,22824.3,23270.05,23320.2,22789.05,11.927855815696232,2.327125037788679,0.1716589861751169,-0.1187423839262178,22934.3,1.8425273698468916,0.1083196019090459,27.610286814148115,,,,,,2024,2024-06,,,,,1.4639644549866437,,,12.707490515298497,Stressed
2024-06-10,23321.15,23234.45,23411.9,23227.15,9.782720592158848,0.7921993555206326,0.0080906148867313,0.1058210006712778,23303.25,-0.1529863494062033,0.2195955745690314,27.654761063731097,,,,,,2024,2024-06,,,,,0.29523778872045936,,,12.801027445180377,Stressed
2024-06-11,23288.2,23261.8,23389.45,23206.65,7.068466833567768,0.7849468829707718,0.0422501966955155,-0.1697772432875009,23258.85,0.1177131371734585,0.2313375182110943,27.66025863778763,,,,,,2024,2024-06,,,,,0.012683344189423629,,,12.845915951019482,Stressed
2024-06-12,23330.6,23305.65,23441.95,23295.95,7.726188731003656,0.6257875922608077,0.0176820208023765,-0.3286736098997477,23375.7,0.1885064784324708,0.2957638703797505,27.650664694592468,,,,,,2024,2024-06,,,,,0.2996701703050553,,,12.656402856141383,Stressed
2024-06-13,23481.05,23399.35,23481.05,23353.9,6.577765723992138,0.5415004865625592,0.0038534792044989,-0.2455940771728001,23386.25,0.4020484303162375,0.7526072003998907,27.629971900697274,,,,,,2024,2024-06,,,,,0.056015821262489496,,,12.647747585566883,Stressed
2024-06-14,23469.45,23451.55,23490.4,23334.25,4.731317775079703,0.6653330180298279,0.1802020718762034,-0.1483831957981662,23340.65,0.2230831198302585,0.2995809712663,27.555371829832588,,,,,,2024,2024-06,,,,,0.4751367249840932,,,12.554797819891713,Stressed
2024-06-18,23573.85,23562.3,23579.05,23499.7,4.830198782348007,0.3366017854529428,0.0140959925442665,-0.2135917771722328,23565.8,0.4722502350590796,0.5215007110404235,27.56589060944622,,,,,,2024,2024-06,,,,,0.014852031333545401,,,12.071456961430162,Stressed
2024-06-19,23630.85,23521.4,23664.0,23412.9,10.443755182554426,1.0625940243368248,0.0184328098665028,-0.1105965619486004,23566.25,-0.173582375235004,0.29093085140246,27.60707469468478,,,,,,2024,2024-06,,,,,0.19031453880018478,,,11.875881374987644,Stressed
